temp_c,swvl1,swvl2,solar_MJ,evap_mm,rain_mm,sp,soil_avg,rain_3d,soil_lag1,irrigate,evapotranspiration,humidity,solar_radiation,temperature,rainfall,wind_speed,rain_event,dryness_index,heat_stress,month,NDVI,NDWI
24.780757152777802,0.17926364474999995,0.2069443597222222,22.028524319444443,-8.381139147222221,0.031468678185,91752.78819444445,0.19310400223611113,0.1156056979004548,0.19314204321180556,1,0.0,45.74,24.75,25.39,0.0,3.19,0,0.0,0,3,0.176829784,-0.197876157
25.762904444444466,0.17921680851388888,0.20669290770833332,21.15321127777778,-8.096915225,0.02288819466,91628.78013888888,0.1929548581111111,0.0688103762404548,0.19299168052083332,1,0.0,42.42,23.93,26.26,0.0,2.41,0,0.0,0,3,0.17568134,-0.19420783
26.00215437500002,0.17917315197916667,0.20643075291666665,21.104244430555557,-8.322985300694445,0.02699536085,91569.36111111111,0.19280195244791665,0.07302206105034109,0.19284009937152777,1,0.0,47.79,23.05,26.8,0.0,2.85,0,0.0,0,3,0.18511287399999998,-0.201299278
24.314601597222246,0.2077803082152777,0.20630847104166664,18.247717277777777,-6.567540690972223,80.633505434025,91685.28236111111,0.2070443896284722,89.86728284742546,0.19375949437152773,0,0.0,56.12,18.76,26.35,4.19,1.84,1,-4.19,0,3,0.194544408,-0.208390726
23.511234097222243,0.280866305,0.20858425548611106,17.35708622222222,-5.383101589583333,103.87793909250001,91683.20722222222,0.2447252802430555,415.54620444375047,0.24394808892361106,0,0.04,72.99,20.18,23.86,16.19,2.17,1,-16.15,0,3,0.203975942,-0.215482174
23.2966484027778,0.298320981875,0.21187188916666666,17.51895223611111,-5.813814577777778,91.02039444225001,91632.33222222222,0.2550964355208333,196.01539831675046,0.2475826474305555,0,0.13,72.39,20.93,24.51,10.55,2.48,1,-10.42,0,3,0.21340747599999998,-0.222573622
23.901014097222248,0.3141303596527778,0.22186014416666663,18.231787805555555,-6.470944370833333,74.61056851375,91540.6423611111,0.26799525190972223,324.1223608537505,0.27152416468749996,0,0.41,65.65,22.0,24.87,2.95,1.71,1,-2.54,0,3,0.22283901,-0.22966507
24.156035555555576,0.2887224626388889,0.22486040340277774,19.671127111111108,-7.1056217437499996,9.699320771897499,91497.15277777778,0.2567914330208333,53.87645406925296,0.26020018291666663,0,0.39,55.41,23.44,24.16,0.74,2.15,0,-0.35,0,3,0.22266977866666668,-0.21857013933333333
24.11911951388891,0.2645807263194444,0.2246546208333333,21.98584059722222,-7.6453848791666665,0.045351553375,91538.74763888889,0.24461767357638886,0.26451626406534107,0.24747440524305553,1,0.31,44.89,26.06,24.27,0.0,1.86,0,0.31,0,3,0.22250054733333333,-0.20747520866666666
25.32119444444447,0.24639521694444444,0.22349611986111106,22.11578725,-7.004556661805555,0.058721751532500005,91559.91777777777,0.23494566840277775,0.1200623809979547,0.2371142175694444,1,0.23,49.42,24.81,25.32,0.0,1.25,0,0.23,0,3,0.222331316,-0.19638027800000002
26.1763902777778,0.23185401427083327,0.22204748874999994,21.811583291666665,-7.0320370923611115,0.027698558114999973,91573.03708333333,0.22695075151041663,0.1238026698654547,0.22881401937499996,1,0.15,52.69,23.83,27.18,0.49,1.52,0,-0.34,0,3,0.22216208466666668,-0.18528534733333335
